period,respondent,respondent-name,fueltype,type-name,value,value-units
2024-02-05T00,CAL,California,SUN,Solar,6654,megawatthours
2024-02-04T23,CAL,California,SUN,Solar,7972,megawatthours
2024-02-04T22,CAL,California,SUN,Solar,8923,megawatthours
2024-02-04T21,CAL,California,SUN,Solar,8401,megawatthours
2024-02-04T20,CAL,California,SUN,Solar,8253,megawatthours
2024-02-04T19,CAL,California,SUN,Solar,7008,megawatthours
2024-02-04T18,CAL,California,SUN,Solar,4623,megawatthours
2024-02-04T17,CAL,California,SUN,Solar,1552,megawatthours
2024-02-04T16,CAL,California,SUN,Solar,124,megawatthours
2024-02-04T15,CAL,California,SUN,Solar,3,megawatthours
2024-02-04T14,CAL,California,SUN,Solar,2,megawatthours
2024-02-04T13,CAL,California,SUN,Solar,2,megawatthours
2024-02-04T12,CAL,California,SUN,Solar,2,megawatthours
2024-02-04T11,CAL,California,SUN,Solar,3,megawatthours
2024-02-04T10,CAL,California,SUN,Solar,5,megawatthours
2024-02-04T09,CAL,California,SUN,Solar,5,megawatthours
2024-02-04T08,CAL,California,SUN,Solar,4,megawatthours
2024-02-04T07,CAL,California,SUN,Solar,4,megawatthours
2024-02-04T06,CAL,California,SUN,Solar,5,megawatthours
2024-02-04T05,CAL,California,SUN,Solar,7,megawatthours
2024-02-04T04,CAL,California,SUN,Solar,16,megawatthours
2024-02-04T03,CAL,California,SUN,Solar,17,megawatthours
2024-02-04T02,CAL,California,SUN,Solar,1817,megawatthours
2024-02-04T01,CAL,California,SUN,Solar,6507,megawatthours
2024-02-04T00,CAL,California,SUN,Solar,9799,megawatthours
2024-02-03T23,CAL,California,SUN,Solar,10156,megawatthours
2024-02-03T22,CAL,California,SUN,Solar,11285,megawatthours
2024-02-03T21,CAL,California,SUN,Solar,11660,megawatthours
2024-02-03T20,CAL,California,SUN,Solar,11943,megawatthours
2024-02-03T19,CAL,California,SUN,Solar,11173,megawatthours
2024-02-03T18,CAL,California,SUN,Solar,10134,megawatthours
2024-02-03T17,CAL,California,SUN,Solar,4143,megawatthours
2024-02-03T16,CAL,California,SUN,Solar,367,megawatthours
2024-02-03T15,CAL,California,SUN,Solar,2,megawatthours
2024-02-03T14,CAL,California,SUN,Solar,-4,megawatthours
2024-02-03T13,CAL,California,SUN,Solar,-4,megawatthours
2024-02-03T12,CAL,California,SUN,Solar,-4,megawatthours
2024-02-03T11,CAL,California,SUN,Solar,-5,megawatthours
2024-02-03T10,CAL,California,SUN,Solar,-5,megawatthours
2024-02-03T09,CAL,California,SUN,Solar,7,megawatthours
2024-02-03T08,CAL,California,SUN,Solar,53,megawatthours
2024-02-03T07,CAL,California,SUN,Solar,56,megawatthours
2024-02-03T06,CAL,California,SUN,Solar,72,megawatthours
2024-02-03T05,CAL,California,SUN,Solar,82,megawatthours
2024-02-03T04,CAL,California,SUN,Solar,45,megawatthours
2024-02-03T03,CAL,California,SUN,Solar,116,megawatthours
2024-02-03T02,CAL,California,SUN,Solar,3251,megawatthours
2024-02-03T01,CAL,California,SUN,Solar,8729,megawatthours
2024-02-03T00,CAL,California,SUN,Solar,10196,megawatthours
2024-02-02T23,CAL,California,SUN,Solar,10991,megawatthours
2024-02-02T22,CAL,California,SUN,Solar,12044,megawatthours
2024-02-02T21,CAL,California,SUN,Solar,11968,megawatthours
2024-02-02T20,CAL,California,SUN,Solar,12406,megawatthours
2024-02-02T19,CAL,California,SUN,Solar,11867,megawatthours
2024-02-02T18,CAL,California,SUN,Solar,9545,megawatthours
2024-02-02T17,CAL,California,SUN,Solar,3357,megawatthours
2024-02-02T16,CAL,California,SUN,Solar,236,megawatthours
2024-02-02T15,CAL,California,SUN,Solar,-51,megawatthours
2024-02-02T14,CAL,California,SUN,Solar,-54,megawatthours
2024-02-02T13,CAL,California,SUN,Solar,-54,megawatthours
2024-02-02T12,CAL,California,SUN,Solar,-54,megawatthours
2024-02-02T11,CAL,California,SUN,Solar,-53,megawatthours
2024-02-02T10,CAL,California,SUN,Solar,-53,megawatthours
2024-02-02T09,CAL,California,SUN,Solar,-53,megawatthours
2024-02-02T08,CAL,California,SUN,Solar,-52,megawatthours
2024-02-02T07,CAL,California,SUN,Solar,-50,megawatthours
2024-02-02T06,CAL,California,SUN,Solar,-49,megawatthours
2024-02-02T05,CAL,California,SUN,Solar,-49,megawatthours
2024-02-02T04,CAL,California,SUN,Solar,-24,megawatthours
2024-02-02T03,CAL,California,SUN,Solar,18,megawatthours
2024-02-02T02,CAL,California,SUN,Solar,927,megawatthours
2024-02-02T01,CAL,California,SUN,Solar,2497,megawatthours
2024-02-02T00,CAL,California,SUN,Solar,3856,megawatthours
2024-02-01T23,CAL,California,SUN,Solar,4543,megawatthours
2024-02-01T22,CAL,California,SUN,Solar,5228,megawatthours
2024-02-01T21,CAL,California,SUN,Solar,4662,megawatthours
2024-02-01T20,CAL,California,SUN,Solar,4647,megawatthours
2024-02-01T19,CAL,California,SUN,Solar,3434,megawatthours
2024-02-01T18,CAL,California,SUN,Solar,1855,megawatthours
2024-02-01T17,CAL,California,SUN,Solar,740,megawatthours
2024-02-01T16,CAL,California,SUN,Solar,4,megawatthours
2024-02-01T15,CAL,California,SUN,Solar,-51,megawatthours
2024-02-01T14,CAL,California,SUN,Solar,-51,megawatthours
2024-02-01T13,CAL,California,SUN,Solar,-51,megawatthours
2024-02-01T12,CAL,California,SUN,Solar,-51,megawatthours
2024-02-01T11,CAL,California,SUN,Solar,-50,megawatthours
2024-02-01T10,CAL,California,SUN,Solar,-50,megawatthours
2024-02-01T09,CAL,California,SUN,Solar,-51,megawatthours
2024-02-01T08,CAL,California,SUN,Solar,-51,megawatthours
2024-02-01T07,CAL,California,SUN,Solar,-51,megawatthours
2024-02-01T06,CAL,California,SUN,Solar,-51,megawatthours
2024-02-01T05,CAL,California,SUN,Solar,-50,megawatthours
2024-02-01T04,CAL,California,SUN,Solar,-51,megawatthours
2024-02-01T03,CAL,California,SUN,Solar,-53,megawatthours
2024-02-01T02,CAL,California,SUN,Solar,717,megawatthours
2024-02-01T01,CAL,California,SUN,Solar,2271,megawatthours
2024-02-01T00,CAL,California,SUN,Solar,4428,megawatthours
2024-01-31T23,CAL,California,SUN,Solar,6145,megawatthours
2024-01-31T22,CAL,California,SUN,Solar,7904,megawatthours
2024-01-31T21,CAL,California,SUN,Solar,8646,megawatthours
2024-01-31T20,CAL,California,SUN,Solar,8371,megawatthours
2024-01-31T19,CAL,California,SUN,Solar,8930,megawatthours
2024-01-31T18,CAL,California,SUN,Solar,8071,megawatthours
2024-01-31T17,CAL,California,SUN,Solar,2815,megawatthours
2024-01-31T16,CAL,California,SUN,Solar,234,megawatthours
2024-01-31T15,CAL,California,SUN,Solar,-43,megawatthours
2024-01-31T14,CAL,California,SUN,Solar,-48,megawatthours
2024-01-31T13,CAL,California,SUN,Solar,-48,megawatthours
2024-01-31T12,CAL,California,SUN,Solar,-49,megawatthours
2024-01-31T11,CAL,California,SUN,Solar,-44,megawatthours
2024-01-31T10,CAL,California,SUN,Solar,-47,megawatthours
2024-01-31T09,CAL,California,SUN,Solar,-31,megawatthours
2024-01-31T08,CAL,California,SUN,Solar,-19,megawatthours
2024-01-31T07,CAL,California,SUN,Solar,-17,megawatthours
2024-01-31T06,CAL,California,SUN,Solar,-18,megawatthours
2024-01-31T05,CAL,California,SUN,Solar,-13,megawatthours
2024-01-31T04,CAL,California,SUN,Solar,-6,megawatthours
2024-01-31T03,CAL,California,SUN,Solar,49,megawatthours
2024-01-31T02,CAL,California,SUN,Solar,2484,megawatthours
2024-01-31T01,CAL,California,SUN,Solar,8149,megawatthours
2024-01-31T00,CAL,California,SUN,Solar,11248,megawatthours
2024-01-30T23,CAL,California,SUN,Solar,12679,megawatthours
2024-01-30T22,CAL,California,SUN,Solar,13238,megawatthours
2024-01-30T21,CAL,California,SUN,Solar,13399,megawatthours
2024-01-30T20,CAL,California,SUN,Solar,13646,megawatthours
2024-01-30T19,CAL,California,SUN,Solar,13512,megawatthours
2024-01-30T18,CAL,California,SUN,Solar,10732,megawatthours
2024-01-30T17,CAL,California,SUN,Solar,4009,megawatthours
2024-01-30T16,CAL,California,SUN,Solar,316,megawatthours
2024-01-30T15,CAL,California,SUN,Solar,-35,megawatthours
2024-01-30T14,CAL,California,SUN,Solar,-42,megawatthours
2024-01-30T13,CAL,California,SUN,Solar,-32,megawatthours
2024-01-30T12,CAL,California,SUN,Solar,-52,megawatthours
2024-01-30T11,CAL,California,SUN,Solar,-52,megawatthours
2024-01-30T10,CAL,California,SUN,Solar,-53,megawatthours
2024-01-30T09,CAL,California,SUN,Solar,-53,megawatthours
2024-01-30T08,CAL,California,SUN,Solar,-50,megawatthours
2024-01-30T07,CAL,California,SUN,Solar,-40,megawatthours
2024-01-30T06,CAL,California,SUN,Solar,-51,megawatthours
2024-01-30T05,CAL,California,SUN,Solar,-52,megawatthours
2024-01-30T04,CAL,California,SUN,Solar,-52,megawatthours
2024-01-30T03,CAL,California,SUN,Solar,20,megawatthours
2024-01-30T02,CAL,California,SUN,Solar,3252,megawatthours
2024-01-30T01,CAL,California,SUN,Solar,10386,megawatthours
2024-01-30T00,CAL,California,SUN,Solar,13192,megawatthours
2024-01-29T23,CAL,California,SUN,Solar,13964,megawatthours
2024-01-29T22,CAL,California,SUN,Solar,13939,megawatthours
2024-01-29T21,CAL,California,SUN,Solar,13867,megawatthours
2024-01-29T20,CAL,California,SUN,Solar,13880,megawatthours
2024-01-29T19,CAL,California,SUN,Solar,13193,megawatthours
2024-01-29T18,CAL,California,SUN,Solar,10559,megawatthours
2024-01-29T17,CAL,California,SUN,Solar,3634,megawatthours
2024-01-29T16,CAL,California,SUN,Solar,247,megawatthours
2024-01-29T15,CAL,California,SUN,Solar,-53,megawatthours
2024-01-29T14,CAL,California,SUN,Solar,-53,megawatthours
2024-01-29T13,CAL,California,SUN,Solar,-52,megawatthours
2024-01-29T12,CAL,California,SUN,Solar,-52,megawatthours
2024-01-29T11,CAL,California,SUN,Solar,-52,megawatthours
2024-01-29T10,CAL,California,SUN,Solar,-52,megawatthours
2024-01-29T09,CAL,California,SUN,Solar,-52,megawatthours
2024-01-29T08,CAL,California,SUN,Solar,-52,megawatthours
2024-01-29T07,CAL,California,SUN,Solar,-51,megawatthours
2024-01-29T06,CAL,California,SUN,Solar,-52,megawatthours
2024-01-29T05,CAL,California,SUN,Solar,-51,megawatthours
2024-01-29T04,CAL,California,SUN,Solar,-53,megawatthours
2024-01-29T03,CAL,California,SUN,Solar,129,megawatthours
2024-01-29T02,CAL,California,SUN,Solar,2730,megawatthours
2024-01-29T01,CAL,California,SUN,Solar,7463,megawatthours
2024-01-29T00,CAL,California,SUN,Solar,9207,megawatthours
2024-01-28T23,CAL,California,SUN,Solar,10266,megawatthours
2024-01-28T22,CAL,California,SUN,Solar,10801,megawatthours
2024-01-28T21,CAL,California,SUN,Solar,11139,megawatthours
2024-01-28T20,CAL,California,SUN,Solar,11338,megawatthours
2024-01-28T19,CAL,California,SUN,Solar,10840,megawatthours
2024-01-28T18,CAL,California,SUN,Solar,8682,megawatthours
2024-01-28T17,CAL,California,SUN,Solar,2938,megawatthours
2024-01-28T16,CAL,California,SUN,Solar,196,megawatthours
2024-01-28T15,CAL,California,SUN,Solar,-55,megawatthours
2024-01-28T14,CAL,California,SUN,Solar,-55,megawatthours
2024-01-28T13,CAL,California,SUN,Solar,-55,megawatthours
2024-01-28T12,CAL,California,SUN,Solar,-54,megawatthours
2024-01-28T11,CAL,California,SUN,Solar,-55,megawatthours
2024-01-28T10,CAL,California,SUN,Solar,-55,megawatthours
2024-01-28T09,CAL,California,SUN,Solar,-55,megawatthours
2024-01-28T08,CAL,California,SUN,Solar,-54,megawatthours
2024-01-28T07,CAL,California,SUN,Solar,-54,megawatthours
2024-01-28T06,CAL,California,SUN,Solar,-53,megawatthours
2024-01-28T05,CAL,California,SUN,Solar,-53,megawatthours
2024-01-28T04,CAL,California,SUN,Solar,-39,megawatthours
2024-01-28T03,CAL,California,SUN,Solar,-10,megawatthours
2024-01-28T02,CAL,California,SUN,Solar,2101,megawatthours
2024-01-28T01,CAL,California,SUN,Solar,7061,megawatthours
2024-01-28T00,CAL,California,SUN,Solar,9470,megawatthours
2024-01-27T23,CAL,California,SUN,Solar,10102,megawatthours
2024-01-27T22,CAL,California,SUN,Solar,10714,megawatthours
2024-01-27T21,CAL,California,SUN,Solar,11405,megawatthours
2024-01-27T20,CAL,California,SUN,Solar,12029,megawatthours
2024-01-27T19,CAL,California,SUN,Solar,11745,megawatthours
2024-01-27T18,CAL,California,SUN,Solar,9599,megawatthours
2024-01-27T17,CAL,California,SUN,Solar,3573,megawatthours
2024-01-27T16,CAL,California,SUN,Solar,268,megawatthours
2024-01-27T15,CAL,California,SUN,Solar,-44,megawatthours
2024-01-27T14,CAL,California,SUN,Solar,-47,megawatthours
2024-01-27T13,CAL,California,SUN,Solar,-47,megawatthours
2024-01-27T12,CAL,California,SUN,Solar,-46,megawatthours
2024-01-27T11,CAL,California,SUN,Solar,-46,megawatthours
2024-01-27T10,CAL,California,SUN,Solar,-46,megawatthours
2024-01-27T09,CAL,California,SUN,Solar,-46,megawatthours
2024-01-27T08,CAL,California,SUN,Solar,-46,megawatthours
2024-01-27T07,CAL,California,SUN,Solar,-32,megawatthours
2024-01-27T06,CAL,California,SUN,Solar,11,megawatthours
2024-01-27T05,CAL,California,SUN,Solar,6,megawatthours
2024-01-27T04,CAL,California,SUN,Solar,-36,megawatthours
2024-01-27T03,CAL,California,SUN,Solar,-21,megawatthours
2024-01-27T02,CAL,California,SUN,Solar,2259,megawatthours
2024-01-27T01,CAL,California,SUN,Solar,8027,megawatthours
2024-01-27T00,CAL,California,SUN,Solar,10795,megawatthours
2024-01-26T23,CAL,California,SUN,Solar,12198,megawatthours
2024-01-26T22,CAL,California,SUN,Solar,12523,megawatthours
2024-01-26T21,CAL,California,SUN,Solar,12854,megawatthours
2024-01-26T20,CAL,California,SUN,Solar,13313,megawatthours
2024-01-26T19,CAL,California,SUN,Solar,12344,megawatthours
2024-01-26T18,CAL,California,SUN,Solar,9562,megawatthours
2024-01-26T17,CAL,California,SUN,Solar,3255,megawatthours
2024-01-26T16,CAL,California,SUN,Solar,245,megawatthours
2024-01-26T15,CAL,California,SUN,Solar,-42,megawatthours
2024-01-26T14,CAL,California,SUN,Solar,-46,megawatthours
2024-01-26T13,CAL,California,SUN,Solar,-46,megawatthours
2024-01-26T12,CAL,California,SUN,Solar,-46,megawatthours
2024-01-26T11,CAL,California,SUN,Solar,-40,megawatthours
2024-01-26T10,CAL,California,SUN,Solar,-26,megawatthours
2024-01-26T09,CAL,California,SUN,Solar,-26,megawatthours
2024-01-26T08,CAL,California,SUN,Solar,-26,megawatthours
2024-01-26T07,CAL,California,SUN,Solar,-26,megawatthours
2024-01-26T06,CAL,California,SUN,Solar,-25,megawatthours
2024-01-26T05,CAL,California,SUN,Solar,-26,megawatthours
2024-01-26T04,CAL,California,SUN,Solar,6,megawatthours
2024-01-26T03,CAL,California,SUN,Solar,80,megawatthours
2024-01-26T02,CAL,California,SUN,Solar,3033,megawatthours
2024-01-26T01,CAL,California,SUN,Solar,9617,megawatthours
2024-01-26T00,CAL,California,SUN,Solar,11954,megawatthours
2024-01-25T23,CAL,California,SUN,Solar,12501,megawatthours
2024-01-25T22,CAL,California,SUN,Solar,12138,megawatthours
2024-01-25T21,CAL,California,SUN,Solar,12091,megawatthours
2024-01-25T20,CAL,California,SUN,Solar,12018,megawatthours
2024-01-25T19,CAL,California,SUN,Solar,9813,megawatthours
2024-01-25T18,CAL,California,SUN,Solar,6162,megawatthours
2024-01-25T17,CAL,California,SUN,Solar,1856,megawatthours
2024-01-25T16,CAL,California,SUN,Solar,98,megawatthours
2024-01-25T15,CAL,California,SUN,Solar,-52,megawatthours
2024-01-25T14,CAL,California,SUN,Solar,-53,megawatthours
2024-01-25T13,CAL,California,SUN,Solar,-52,megawatthours
2024-01-25T12,CAL,California,SUN,Solar,-51,megawatthours
2024-01-25T11,CAL,California,SUN,Solar,-51,megawatthours
2024-01-25T10,CAL,California,SUN,Solar,-51,megawatthours
2024-01-25T09,CAL,California,SUN,Solar,-37,megawatthours
2024-01-25T08,CAL,California,SUN,Solar,-23,megawatthours
2024-01-25T07,CAL,California,SUN,Solar,-27,megawatthours
2024-01-25T06,CAL,California,SUN,Solar,-33,megawatthours
2024-01-25T05,CAL,California,SUN,Solar,-50,megawatthours
2024-01-25T04,CAL,California,SUN,Solar,-51,megawatthours
2024-01-25T03,CAL,California,SUN,Solar,-43,megawatthours
2024-01-25T02,CAL,California,SUN,Solar,721,megawatthours
2024-01-25T01,CAL,California,SUN,Solar,2423,megawatthours
2024-01-25T00,CAL,California,SUN,Solar,4267,megawatthours
2024-01-24T23,CAL,California,SUN,Solar,5958,megawatthours
2024-01-24T22,CAL,California,SUN,Solar,6449,megawatthours
2024-01-24T21,CAL,California,SUN,Solar,5755,megawatthours
2024-01-24T20,CAL,California,SUN,Solar,5633,megawatthours
2024-01-24T19,CAL,California,SUN,Solar,4984,megawatthours
2024-01-24T18,CAL,California,SUN,Solar,3848,megawatthours
2024-01-24T17,CAL,California,SUN,Solar,1644,megawatthours
2024-01-24T16,CAL,California,SUN,Solar,115,megawatthours
2024-01-24T15,CAL,California,SUN,Solar,-52,megawatthours
2024-01-24T14,CAL,California,SUN,Solar,-51,megawatthours
2024-01-24T13,CAL,California,SUN,Solar,-50,megawatthours
2024-01-24T12,CAL,California,SUN,Solar,-50,megawatthours
2024-01-24T11,CAL,California,SUN,Solar,-50,megawatthours
2024-01-24T10,CAL,California,SUN,Solar,-48,megawatthours
2024-01-24T09,CAL,California,SUN,Solar,-47,megawatthours
2024-01-24T08,CAL,California,SUN,Solar,-34,megawatthours
2024-01-24T07,CAL,California,SUN,Solar,-21,megawatthours
2024-01-24T06,CAL,California,SUN,Solar,-6,megawatthours
2024-01-24T05,CAL,California,SUN,Solar,-34,megawatthours
2024-01-24T04,CAL,California,SUN,Solar,-37,megawatthours
2024-01-24T03,CAL,California,SUN,Solar,-34,megawatthours
2024-01-24T02,CAL,California,SUN,Solar,1985,megawatthours
2024-01-24T01,CAL,California,SUN,Solar,6496,megawatthours
2024-01-24T00,CAL,California,SUN,Solar,7606,megawatthours
2024-01-23T23,CAL,California,SUN,Solar,8498,megawatthours
2024-01-23T22,CAL,California,SUN,Solar,9155,megawatthours
2024-01-23T21,CAL,California,SUN,Solar,9201,megawatthours
2024-01-23T20,CAL,California,SUN,Solar,8088,megawatthours
2024-01-23T19,CAL,California,SUN,Solar,6743,megawatthours
2024-01-23T18,CAL,California,SUN,Solar,4848,megawatthours
2024-01-23T17,CAL,California,SUN,Solar,1458,megawatthours
2024-01-23T16,CAL,California,SUN,Solar,55,megawatthours
2024-01-23T15,CAL,California,SUN,Solar,-54,megawatthours
2024-01-23T14,CAL,California,SUN,Solar,-55,megawatthours
2024-01-23T13,CAL,California,SUN,Solar,-55,megawatthours
2024-01-23T12,CAL,California,SUN,Solar,-54,megawatthours
2024-01-23T11,CAL,California,SUN,Solar,-54,megawatthours
2024-01-23T10,CAL,California,SUN,Solar,-54,megawatthours
2024-01-23T09,CAL,California,SUN,Solar,-54,megawatthours
2024-01-23T08,CAL,California,SUN,Solar,-54,megawatthours
2024-01-23T07,CAL,California,SUN,Solar,-52,megawatthours
2024-01-23T06,CAL,California,SUN,Solar,-51,megawatthours
2024-01-23T05,CAL,California,SUN,Solar,-51,megawatthours
2024-01-23T04,CAL,California,SUN,Solar,-47,megawatthours
2024-01-23T03,CAL,California,SUN,Solar,-18,megawatthours
2024-01-23T02,CAL,California,SUN,Solar,761,megawatthours
2024-01-23T01,CAL,California,SUN,Solar,1971,megawatthours
2024-01-23T00,CAL,California,SUN,Solar,2757,megawatthours
2024-01-22T23,CAL,California,SUN,Solar,2946,megawatthours
2024-01-22T22,CAL,California,SUN,Solar,2826,megawatthours
2024-01-22T21,CAL,California,SUN,Solar,3298,megawatthours
2024-01-22T20,CAL,California,SUN,Solar,2731,megawatthours
2024-01-22T19,CAL,California,SUN,Solar,1494,megawatthours
2024-01-22T18,CAL,California,SUN,Solar,865,megawatthours
2024-01-22T17,CAL,California,SUN,Solar,272,megawatthours
2024-01-22T16,CAL,California,SUN,Solar,-17,megawatthours
2024-01-22T15,CAL,California,SUN,Solar,-54,megawatthours
2024-01-22T14,CAL,California,SUN,Solar,-53,megawatthours
2024-01-22T13,CAL,California,SUN,Solar,-53,megawatthours
2024-01-22T12,CAL,California,SUN,Solar,-53,megawatthours
2024-01-22T11,CAL,California,SUN,Solar,-52,megawatthours
2024-01-22T10,CAL,California,SUN,Solar,-52,megawatthours
2024-01-22T09,CAL,California,SUN,Solar,-52,megawatthours
2024-01-22T08,CAL,California,SUN,Solar,-53,megawatthours
2024-01-22T07,CAL,California,SUN,Solar,-53,megawatthours
2024-01-22T06,CAL,California,SUN,Solar,-53,megawatthours
2024-01-22T05,CAL,California,SUN,Solar,-30,megawatthours
2024-01-22T04,CAL,California,SUN,Solar,-37,megawatthours
2024-01-22T03,CAL,California,SUN,Solar,-52,megawatthours
2024-01-22T02,CAL,California,SUN,Solar,1013,megawatthours
2024-01-22T01,CAL,California,SUN,Solar,4669,megawatthours
2024-01-22T00,CAL,California,SUN,Solar,7280,megawatthours
2024-01-21T23,CAL,California,SUN,Solar,8140,megawatthours
2024-01-21T22,CAL,California,SUN,Solar,8239,megawatthours
2024-01-21T21,CAL,California,SUN,Solar,8051,megawatthours
2024-01-21T20,CAL,California,SUN,Solar,7272,megawatthours
2024-01-21T19,CAL,California,SUN,Solar,5237,megawatthours
2024-01-21T18,CAL,California,SUN,Solar,2958,megawatthours
2024-01-21T17,CAL,California,SUN,Solar,781,megawatthours
2024-01-21T16,CAL,California,SUN,Solar,-14,megawatthours
2024-01-21T15,CAL,California,SUN,Solar,-56,megawatthours
2024-01-21T14,CAL,California,SUN,Solar,-56,megawatthours
2024-01-21T13,CAL,California,SUN,Solar,-56,megawatthours
2024-01-21T12,CAL,California,SUN,Solar,-56,megawatthours
2024-01-21T11,CAL,California,SUN,Solar,-55,megawatthours
2024-01-21T10,CAL,California,SUN,Solar,-55,megawatthours
2024-01-21T09,CAL,California,SUN,Solar,-55,megawatthours
2024-01-21T08,CAL,California,SUN,Solar,-54,megawatthours
2024-01-21T07,CAL,California,SUN,Solar,-46,megawatthours
2024-01-21T06,CAL,California,SUN,Solar,-44,megawatthours
2024-01-21T05,CAL,California,SUN,Solar,-52,megawatthours
2024-01-21T04,CAL,California,SUN,Solar,-52,megawatthours
2024-01-21T03,CAL,California,SUN,Solar,-59,megawatthours
2024-01-21T02,CAL,California,SUN,Solar,267,megawatthours
2024-01-21T01,CAL,California,SUN,Solar,1219,megawatthours
2024-01-21T00,CAL,California,SUN,Solar,2731,megawatthours
2024-01-20T23,CAL,California,SUN,Solar,4266,megawatthours
2024-01-20T22,CAL,California,SUN,Solar,4643,megawatthours
2024-01-20T21,CAL,California,SUN,Solar,5112,megawatthours
2024-01-20T20,CAL,California,SUN,Solar,5434,megawatthours
2024-01-20T19,CAL,California,SUN,Solar,4031,megawatthours
2024-01-20T18,CAL,California,SUN,Solar,2503,megawatthours
2024-01-20T17,CAL,California,SUN,Solar,890,megawatthours
2024-01-20T16,CAL,California,SUN,Solar,7,megawatthours
2024-01-20T15,CAL,California,SUN,Solar,-51,megawatthours
2024-01-20T14,CAL,California,SUN,Solar,-51,megawatthours
2024-01-20T13,CAL,California,SUN,Solar,-51,megawatthours
2024-01-20T12,CAL,California,SUN,Solar,-50,megawatthours
2024-01-20T11,CAL,California,SUN,Solar,-51,megawatthours
2024-01-20T10,CAL,California,SUN,Solar,-50,megawatthours
2024-01-20T09,CAL,California,SUN,Solar,-50,megawatthours
2024-01-20T08,CAL,California,SUN,Solar,-51,megawatthours
2024-01-20T07,CAL,California,SUN,Solar,-49,megawatthours
2024-01-20T06,CAL,California,SUN,Solar,-49,megawatthours
2024-01-20T05,CAL,California,SUN,Solar,-49,megawatthours
2024-01-20T04,CAL,California,SUN,Solar,-49,megawatthours
2024-01-20T03,CAL,California,SUN,Solar,-42,megawatthours
2024-01-20T02,CAL,California,SUN,Solar,592,megawatthours
2024-01-20T01,CAL,California,SUN,Solar,2549,megawatthours
2024-01-20T00,CAL,California,SUN,Solar,4371,megawatthours
2024-01-19T23,CAL,California,SUN,Solar,6249,megawatthours
2024-01-19T22,CAL,California,SUN,Solar,7619,megawatthours
2024-01-19T21,CAL,California,SUN,Solar,7700,megawatthours
2024-01-19T20,CAL,California,SUN,Solar,7380,megawatthours
2024-01-19T19,CAL,California,SUN,Solar,6332,megawatthours
2024-01-19T18,CAL,California,SUN,Solar,4282,megawatthours
2024-01-19T17,CAL,California,SUN,Solar,1427,megawatthours
2024-01-19T16,CAL,California,SUN,Solar,66,megawatthours
2024-01-19T15,CAL,California,SUN,Solar,-49,megawatthours
2024-01-19T14,CAL,California,SUN,Solar,-50,megawatthours
2024-01-19T13,CAL,California,SUN,Solar,-50,megawatthours
2024-01-19T12,CAL,California,SUN,Solar,-49,megawatthours
2024-01-19T11,CAL,California,SUN,Solar,-49,megawatthours
2024-01-19T10,CAL,California,SUN,Solar,-49,megawatthours
2024-01-19T09,CAL,California,SUN,Solar,-48,megawatthours
2024-01-19T08,CAL,California,SUN,Solar,-49,megawatthours
2024-01-19T07,CAL,California,SUN,Solar,-44,megawatthours
2024-01-19T06,CAL,California,SUN,Solar,-35,megawatthours
2024-01-19T05,CAL,California,SUN,Solar,-30,megawatthours
2024-01-19T04,CAL,California,SUN,Solar,-30,megawatthours
2024-01-19T03,CAL,California,SUN,Solar,-31,megawatthours
2024-01-19T02,CAL,California,SUN,Solar,990,megawatthours
2024-01-19T01,CAL,California,SUN,Solar,4775,megawatthours
2024-01-19T00,CAL,California,SUN,Solar,7845,megawatthours
2024-01-18T23,CAL,California,SUN,Solar,9268,megawatthours
2024-01-18T22,CAL,California,SUN,Solar,10162,megawatthours
2024-01-18T21,CAL,California,SUN,Solar,10728,megawatthours
2024-01-18T20,CAL,California,SUN,Solar,10935,megawatthours
2024-01-18T19,CAL,California,SUN,Solar,10174,megawatthours
2024-01-18T18,CAL,California,SUN,Solar,8203,megawatthours
2024-01-18T17,CAL,California,SUN,Solar,2846,megawatthours
2024-01-18T16,CAL,California,SUN,Solar,190,megawatthours
2024-01-18T15,CAL,California,SUN,Solar,-47,megawatthours
2024-01-18T14,CAL,California,SUN,Solar,-47,megawatthours
2024-01-18T13,CAL,California,SUN,Solar,-47,megawatthours
2024-01-18T12,CAL,California,SUN,Solar,-47,megawatthours
2024-01-18T11,CAL,California,SUN,Solar,-44,megawatthours
2024-01-18T10,CAL,California,SUN,Solar,-44,megawatthours
2024-01-18T09,CAL,California,SUN,Solar,-44,megawatthours
2024-01-18T08,CAL,California,SUN,Solar,-43,megawatthours
2024-01-18T07,CAL,California,SUN,Solar,-39,megawatthours
2024-01-18T06,CAL,California,SUN,Solar,-38,megawatthours
2024-01-18T05,CAL,California,SUN,Solar,-38,megawatthours
2024-01-18T04,CAL,California,SUN,Solar,-20,megawatthours
2024-01-18T03,CAL,California,SUN,Solar,-20,megawatthours
2024-01-18T02,CAL,California,SUN,Solar,1635,megawatthours
2024-01-18T01,CAL,California,SUN,Solar,6271,megawatthours
2024-01-18T00,CAL,California,SUN,Solar,8192,megawatthours
2024-01-17T23,CAL,California,SUN,Solar,8457,megawatthours
2024-01-17T22,CAL,California,SUN,Solar,8918,megawatthours
2024-01-17T21,CAL,California,SUN,Solar,9560,megawatthours
2024-01-17T20,CAL,California,SUN,Solar,8735,megawatthours
2024-01-17T19,CAL,California,SUN,Solar,7734,megawatthours
