period,respondent,respondent-name,fueltype,type-name,value,value-units
2024-03-12T18,CAL,California,SUN,Solar,8378,megawatthours
2024-03-12T17,CAL,California,SUN,Solar,4875,megawatthours
2024-03-12T16,CAL,California,SUN,Solar,1464,megawatthours
2024-03-12T15,CAL,California,SUN,Solar,90,megawatthours
2024-03-12T14,CAL,California,SUN,Solar,-29,megawatthours
2024-03-12T13,CAL,California,SUN,Solar,-47,megawatthours
2024-03-12T12,CAL,California,SUN,Solar,-54,megawatthours
2024-03-12T11,CAL,California,SUN,Solar,-55,megawatthours
2024-03-12T10,CAL,California,SUN,Solar,-55,megawatthours
2024-03-12T09,CAL,California,SUN,Solar,-56,megawatthours
2024-03-12T08,CAL,California,SUN,Solar,-55,megawatthours
2024-03-12T07,CAL,California,SUN,Solar,-49,megawatthours
2024-03-12T06,CAL,California,SUN,Solar,-21,megawatthours
2024-03-12T05,CAL,California,SUN,Solar,-21,megawatthours
2024-03-12T04,CAL,California,SUN,Solar,-24,megawatthours
2024-03-12T03,CAL,California,SUN,Solar,1178,megawatthours
2024-03-12T02,CAL,California,SUN,Solar,7236,megawatthours
2024-03-12T01,CAL,California,SUN,Solar,9189,megawatthours
2024-03-12T00,CAL,California,SUN,Solar,10850,megawatthours
2024-03-11T23,CAL,California,SUN,Solar,11513,megawatthours
2024-03-11T22,CAL,California,SUN,Solar,12014,megawatthours
2024-03-11T21,CAL,California,SUN,Solar,12546,megawatthours
2024-03-11T20,CAL,California,SUN,Solar,12694,megawatthours
2024-03-11T19,CAL,California,SUN,Solar,12826,megawatthours
2024-03-11T18,CAL,California,SUN,Solar,11599,megawatthours
2024-03-11T17,CAL,California,SUN,Solar,7937,megawatthours
2024-03-11T16,CAL,California,SUN,Solar,2018,megawatthours
2024-03-11T15,CAL,California,SUN,Solar,65,megawatthours
2024-03-11T14,CAL,California,SUN,Solar,-54,megawatthours
2024-03-11T13,CAL,California,SUN,Solar,-56,megawatthours
2024-03-11T12,CAL,California,SUN,Solar,-56,megawatthours
2024-03-11T11,CAL,California,SUN,Solar,-55,megawatthours
2024-03-11T10,CAL,California,SUN,Solar,-56,megawatthours
2024-03-11T09,CAL,California,SUN,Solar,-53,megawatthours
2024-03-11T08,CAL,California,SUN,Solar,-43,megawatthours
2024-03-11T07,CAL,California,SUN,Solar,-48,megawatthours
2024-03-11T06,CAL,California,SUN,Solar,-13,megawatthours
2024-03-11T05,CAL,California,SUN,Solar,-31,megawatthours
2024-03-11T04,CAL,California,SUN,Solar,-27,megawatthours
2024-03-11T03,CAL,California,SUN,Solar,806,megawatthours
2024-03-11T02,CAL,California,SUN,Solar,4846,megawatthours
2024-03-11T01,CAL,California,SUN,Solar,9098,megawatthours
2024-03-11T00,CAL,California,SUN,Solar,10661,megawatthours
2024-03-10T23,CAL,California,SUN,Solar,10955,megawatthours
2024-03-10T22,CAL,California,SUN,Solar,11031,megawatthours
2024-03-10T21,CAL,California,SUN,Solar,11685,megawatthours
2024-03-10T20,CAL,California,SUN,Solar,11729,megawatthours
2024-03-10T19,CAL,California,SUN,Solar,11387,megawatthours
2024-03-10T18,CAL,California,SUN,Solar,10258,megawatthours
2024-03-10T17,CAL,California,SUN,Solar,7006,megawatthours
2024-03-10T16,CAL,California,SUN,Solar,1770,megawatthours
2024-03-10T15,CAL,California,SUN,Solar,52,megawatthours
2024-03-10T14,CAL,California,SUN,Solar,-24,megawatthours
2024-03-10T13,CAL,California,SUN,Solar,-23,megawatthours
2024-03-10T12,CAL,California,SUN,Solar,-27,megawatthours
2024-03-10T11,CAL,California,SUN,Solar,-26,megawatthours
2024-03-10T10,CAL,California,SUN,Solar,-18,megawatthours
2024-03-10T09,CAL,California,SUN,Solar,-21,megawatthours
2024-03-10T08,CAL,California,SUN,Solar,-27,megawatthours
2024-03-10T07,CAL,California,SUN,Solar,-25,megawatthours
2024-03-10T06,CAL,California,SUN,Solar,-16,megawatthours
2024-03-10T05,CAL,California,SUN,Solar,44,megawatthours
2024-03-10T04,CAL,California,SUN,Solar,57,megawatthours
2024-03-10T03,CAL,California,SUN,Solar,1252,megawatthours
2024-03-10T02,CAL,California,SUN,Solar,6357,megawatthours
2024-03-10T01,CAL,California,SUN,Solar,10178,megawatthours
2024-03-10T00,CAL,California,SUN,Solar,11695,megawatthours
2024-03-09T23,CAL,California,SUN,Solar,12468,megawatthours
2024-03-09T22,CAL,California,SUN,Solar,13098,megawatthours
2024-03-09T21,CAL,California,SUN,Solar,13439,megawatthours
2024-03-09T20,CAL,California,SUN,Solar,13650,megawatthours
2024-03-09T19,CAL,California,SUN,Solar,13331,megawatthours
2024-03-09T18,CAL,California,SUN,Solar,12270,megawatthours
2024-03-09T17,CAL,California,SUN,Solar,8588,megawatthours
2024-03-09T16,CAL,California,SUN,Solar,2095,megawatthours
2024-03-09T15,CAL,California,SUN,Solar,149,megawatthours
2024-03-09T14,CAL,California,SUN,Solar,7,megawatthours
2024-03-09T13,CAL,California,SUN,Solar,-4,megawatthours
2024-03-09T12,CAL,California,SUN,Solar,11,megawatthours
2024-03-09T11,CAL,California,SUN,Solar,1,megawatthours
2024-03-09T10,CAL,California,SUN,Solar,29,megawatthours
2024-03-09T09,CAL,California,SUN,Solar,32,megawatthours
2024-03-09T08,CAL,California,SUN,Solar,4,megawatthours
2024-03-09T07,CAL,California,SUN,Solar,-12,megawatthours
2024-03-09T06,CAL,California,SUN,Solar,-42,megawatthours
2024-03-09T05,CAL,California,SUN,Solar,-47,megawatthours
2024-03-09T04,CAL,California,SUN,Solar,-34,megawatthours
2024-03-09T03,CAL,California,SUN,Solar,1430,megawatthours
2024-03-09T02,CAL,California,SUN,Solar,7802,megawatthours
2024-03-09T01,CAL,California,SUN,Solar,11154,megawatthours
2024-03-09T00,CAL,California,SUN,Solar,12630,megawatthours
2024-03-08T23,CAL,California,SUN,Solar,13199,megawatthours
2024-03-08T22,CAL,California,SUN,Solar,13196,megawatthours
2024-03-08T21,CAL,California,SUN,Solar,13172,megawatthours
2024-03-08T20,CAL,California,SUN,Solar,13186,megawatthours
2024-03-08T19,CAL,California,SUN,Solar,13196,megawatthours
2024-03-08T18,CAL,California,SUN,Solar,12990,megawatthours
2024-03-08T17,CAL,California,SUN,Solar,8825,megawatthours
2024-03-08T16,CAL,California,SUN,Solar,2141,megawatthours
2024-03-08T15,CAL,California,SUN,Solar,91,megawatthours
2024-03-08T14,CAL,California,SUN,Solar,-33,megawatthours
2024-03-08T13,CAL,California,SUN,Solar,-31,megawatthours
2024-03-08T12,CAL,California,SUN,Solar,-22,megawatthours
2024-03-08T11,CAL,California,SUN,Solar,-28,megawatthours
2024-03-08T10,CAL,California,SUN,Solar,-30,megawatthours
2024-03-08T09,CAL,California,SUN,Solar,-30,megawatthours
2024-03-08T08,CAL,California,SUN,Solar,-29,megawatthours
2024-03-08T07,CAL,California,SUN,Solar,-24,megawatthours
2024-03-08T06,CAL,California,SUN,Solar,-30,megawatthours
2024-03-08T05,CAL,California,SUN,Solar,-18,megawatthours
2024-03-08T04,CAL,California,SUN,Solar,-18,megawatthours
2024-03-08T03,CAL,California,SUN,Solar,1104,megawatthours
2024-03-08T02,CAL,California,SUN,Solar,6293,megawatthours
2024-03-08T01,CAL,California,SUN,Solar,8951,megawatthours
2024-03-08T00,CAL,California,SUN,Solar,10392,megawatthours
2024-03-07T23,CAL,California,SUN,Solar,11236,megawatthours
2024-03-07T22,CAL,California,SUN,Solar,11798,megawatthours
2024-03-07T21,CAL,California,SUN,Solar,11536,megawatthours
2024-03-07T20,CAL,California,SUN,Solar,11579,megawatthours
2024-03-07T19,CAL,California,SUN,Solar,11727,megawatthours
2024-03-07T18,CAL,California,SUN,Solar,10852,megawatthours
2024-03-07T17,CAL,California,SUN,Solar,6680,megawatthours
2024-03-07T16,CAL,California,SUN,Solar,1222,megawatthours
2024-03-07T15,CAL,California,SUN,Solar,83,megawatthours
2024-03-07T14,CAL,California,SUN,Solar,-10,megawatthours
2024-03-07T13,CAL,California,SUN,Solar,-9,megawatthours
2024-03-07T12,CAL,California,SUN,Solar,-12,megawatthours
2024-03-07T11,CAL,California,SUN,Solar,-19,megawatthours
2024-03-07T10,CAL,California,SUN,Solar,-15,megawatthours
2024-03-07T09,CAL,California,SUN,Solar,15,megawatthours
2024-03-07T08,CAL,California,SUN,Solar,11,megawatthours
2024-03-07T07,CAL,California,SUN,Solar,0,megawatthours
2024-03-07T06,CAL,California,SUN,Solar,2,megawatthours
2024-03-07T05,CAL,California,SUN,Solar,-11,megawatthours
2024-03-07T04,CAL,California,SUN,Solar,-34,megawatthours
2024-03-07T03,CAL,California,SUN,Solar,209,megawatthours
2024-03-07T02,CAL,California,SUN,Solar,2084,megawatthours
2024-03-07T01,CAL,California,SUN,Solar,4547,megawatthours
2024-03-07T00,CAL,California,SUN,Solar,7933,megawatthours
2024-03-06T23,CAL,California,SUN,Solar,10463,megawatthours
2024-03-06T22,CAL,California,SUN,Solar,11065,megawatthours
2024-03-06T21,CAL,California,SUN,Solar,12370,megawatthours
2024-03-06T20,CAL,California,SUN,Solar,12867,megawatthours
2024-03-06T19,CAL,California,SUN,Solar,12292,megawatthours
2024-03-06T18,CAL,California,SUN,Solar,10861,megawatthours
2024-03-06T17,CAL,California,SUN,Solar,6081,megawatthours
2024-03-06T16,CAL,California,SUN,Solar,980,megawatthours
2024-03-06T15,CAL,California,SUN,Solar,67,megawatthours
2024-03-06T14,CAL,California,SUN,Solar,-28,megawatthours
2024-03-06T13,CAL,California,SUN,Solar,-28,megawatthours
2024-03-06T12,CAL,California,SUN,Solar,-26,megawatthours
2024-03-06T11,CAL,California,SUN,Solar,-25,megawatthours
2024-03-06T10,CAL,California,SUN,Solar,-25,megawatthours
2024-03-06T09,CAL,California,SUN,Solar,-25,megawatthours
2024-03-06T08,CAL,California,SUN,Solar,-24,megawatthours
2024-03-06T07,CAL,California,SUN,Solar,-24,megawatthours
2024-03-06T06,CAL,California,SUN,Solar,-23,megawatthours
2024-03-06T05,CAL,California,SUN,Solar,-23,megawatthours
2024-03-06T04,CAL,California,SUN,Solar,-17,megawatthours
2024-03-06T03,CAL,California,SUN,Solar,1309,megawatthours
2024-03-06T02,CAL,California,SUN,Solar,6402,megawatthours
2024-03-06T01,CAL,California,SUN,Solar,8917,megawatthours
2024-03-06T00,CAL,California,SUN,Solar,10743,megawatthours
2024-03-05T23,CAL,California,SUN,Solar,12159,megawatthours
2024-03-05T22,CAL,California,SUN,Solar,12891,megawatthours
2024-03-05T21,CAL,California,SUN,Solar,13394,megawatthours
2024-03-05T20,CAL,California,SUN,Solar,13638,megawatthours
2024-03-05T19,CAL,California,SUN,Solar,12836,megawatthours
2024-03-05T18,CAL,California,SUN,Solar,12165,megawatthours
2024-03-05T17,CAL,California,SUN,Solar,8277,megawatthours
2024-03-05T16,CAL,California,SUN,Solar,1560,megawatthours
2024-03-05T15,CAL,California,SUN,Solar,86,megawatthours
2024-03-05T14,CAL,California,SUN,Solar,0,megawatthours
2024-03-05T13,CAL,California,SUN,Solar,-8,megawatthours
2024-03-05T12,CAL,California,SUN,Solar,-6,megawatthours
2024-03-05T11,CAL,California,SUN,Solar,-9,megawatthours
2024-03-05T10,CAL,California,SUN,Solar,-9,megawatthours
2024-03-05T09,CAL,California,SUN,Solar,-9,megawatthours
2024-03-05T08,CAL,California,SUN,Solar,-8,megawatthours
2024-03-05T07,CAL,California,SUN,Solar,-9,megawatthours
2024-03-05T06,CAL,California,SUN,Solar,-8,megawatthours
2024-03-05T05,CAL,California,SUN,Solar,-10,megawatthours
2024-03-05T04,CAL,California,SUN,Solar,-17,megawatthours
2024-03-05T03,CAL,California,SUN,Solar,825,megawatthours
2024-03-05T02,CAL,California,SUN,Solar,5042,megawatthours
2024-03-05T01,CAL,California,SUN,Solar,7892,megawatthours
2024-03-05T00,CAL,California,SUN,Solar,9581,megawatthours
2024-03-04T23,CAL,California,SUN,Solar,10470,megawatthours
2024-03-04T22,CAL,California,SUN,Solar,10782,megawatthours
2024-03-04T21,CAL,California,SUN,Solar,11288,megawatthours
2024-03-04T20,CAL,California,SUN,Solar,11694,megawatthours
2024-03-04T19,CAL,California,SUN,Solar,11136,megawatthours
2024-03-04T18,CAL,California,SUN,Solar,10101,megawatthours
2024-03-04T17,CAL,California,SUN,Solar,6813,megawatthours
2024-03-04T16,CAL,California,SUN,Solar,1709,megawatthours
2024-03-04T15,CAL,California,SUN,Solar,55,megawatthours
2024-03-04T14,CAL,California,SUN,Solar,-47,megawatthours
2024-03-04T13,CAL,California,SUN,Solar,-44,megawatthours
2024-03-04T12,CAL,California,SUN,Solar,-47,megawatthours
2024-03-04T11,CAL,California,SUN,Solar,-50,megawatthours
2024-03-04T10,CAL,California,SUN,Solar,-43,megawatthours
2024-03-04T09,CAL,California,SUN,Solar,-27,megawatthours
2024-03-04T08,CAL,California,SUN,Solar,-31,megawatthours
2024-03-04T07,CAL,California,SUN,Solar,-42,megawatthours
2024-03-04T06,CAL,California,SUN,Solar,-32,megawatthours
2024-03-04T05,CAL,California,SUN,Solar,-21,megawatthours
2024-03-04T04,CAL,California,SUN,Solar,22,megawatthours
2024-03-04T03,CAL,California,SUN,Solar,838,megawatthours
2024-03-04T02,CAL,California,SUN,Solar,5282,megawatthours
2024-03-04T01,CAL,California,SUN,Solar,7934,megawatthours
2024-03-04T00,CAL,California,SUN,Solar,9004,megawatthours
2024-03-03T23,CAL,California,SUN,Solar,9213,megawatthours
2024-03-03T22,CAL,California,SUN,Solar,9595,megawatthours
2024-03-03T21,CAL,California,SUN,Solar,9806,megawatthours
2024-03-03T20,CAL,California,SUN,Solar,9352,megawatthours
2024-03-03T19,CAL,California,SUN,Solar,9193,megawatthours
2024-03-03T18,CAL,California,SUN,Solar,8780,megawatthours
2024-03-03T17,CAL,California,SUN,Solar,6662,megawatthours
2024-03-03T16,CAL,California,SUN,Solar,1440,megawatthours
2024-03-03T15,CAL,California,SUN,Solar,88,megawatthours
2024-03-03T14,CAL,California,SUN,Solar,-4,megawatthours
2024-03-03T13,CAL,California,SUN,Solar,3,megawatthours
2024-03-03T12,CAL,California,SUN,Solar,-5,megawatthours
2024-03-03T11,CAL,California,SUN,Solar,3,megawatthours
2024-03-03T10,CAL,California,SUN,Solar,16,megawatthours
2024-03-03T09,CAL,California,SUN,Solar,9,megawatthours
2024-03-03T08,CAL,California,SUN,Solar,38,megawatthours
2024-03-03T07,CAL,California,SUN,Solar,17,megawatthours
2024-03-03T06,CAL,California,SUN,Solar,17,megawatthours
2024-03-03T05,CAL,California,SUN,Solar,97,megawatthours
2024-03-03T04,CAL,California,SUN,Solar,137,megawatthours
2024-03-03T03,CAL,California,SUN,Solar,614,megawatthours
2024-03-03T02,CAL,California,SUN,Solar,4240,megawatthours
2024-03-03T01,CAL,California,SUN,Solar,7925,megawatthours
2024-03-03T00,CAL,California,SUN,Solar,10872,megawatthours
2024-03-02T23,CAL,California,SUN,Solar,11680,megawatthours
2024-03-02T22,CAL,California,SUN,Solar,11694,megawatthours
2024-03-02T21,CAL,California,SUN,Solar,11491,megawatthours
2024-03-02T20,CAL,California,SUN,Solar,10869,megawatthours
2024-03-02T19,CAL,California,SUN,Solar,10287,megawatthours
2024-03-02T18,CAL,California,SUN,Solar,9007,megawatthours
2024-03-02T17,CAL,California,SUN,Solar,6147,megawatthours
2024-03-02T16,CAL,California,SUN,Solar,1521,megawatthours
2024-03-02T15,CAL,California,SUN,Solar,100,megawatthours
2024-03-02T14,CAL,California,SUN,Solar,21,megawatthours
2024-03-02T13,CAL,California,SUN,Solar,15,megawatthours
2024-03-02T12,CAL,California,SUN,Solar,22,megawatthours
2024-03-02T11,CAL,California,SUN,Solar,31,megawatthours
2024-03-02T10,CAL,California,SUN,Solar,30,megawatthours
2024-03-02T09,CAL,California,SUN,Solar,24,megawatthours
2024-03-02T08,CAL,California,SUN,Solar,38,megawatthours
2024-03-02T07,CAL,California,SUN,Solar,58,megawatthours
2024-03-02T06,CAL,California,SUN,Solar,60,megawatthours
2024-03-02T05,CAL,California,SUN,Solar,43,megawatthours
2024-03-02T04,CAL,California,SUN,Solar,51,megawatthours
2024-03-02T03,CAL,California,SUN,Solar,725,megawatthours
2024-03-02T02,CAL,California,SUN,Solar,5237,megawatthours
2024-03-02T01,CAL,California,SUN,Solar,8826,megawatthours
2024-03-02T00,CAL,California,SUN,Solar,10502,megawatthours
2024-03-01T23,CAL,California,SUN,Solar,11372,megawatthours
2024-03-01T22,CAL,California,SUN,Solar,11959,megawatthours
2024-03-01T21,CAL,California,SUN,Solar,12346,megawatthours
2024-03-01T20,CAL,California,SUN,Solar,12490,megawatthours
2024-03-01T19,CAL,California,SUN,Solar,11487,megawatthours
2024-03-01T18,CAL,California,SUN,Solar,10226,megawatthours
2024-03-01T17,CAL,California,SUN,Solar,7091,megawatthours
2024-03-01T16,CAL,California,SUN,Solar,1455,megawatthours
2024-03-01T15,CAL,California,SUN,Solar,98,megawatthours
2024-03-01T14,CAL,California,SUN,Solar,13,megawatthours
2024-03-01T13,CAL,California,SUN,Solar,26,megawatthours
2024-03-01T12,CAL,California,SUN,Solar,6,megawatthours
2024-03-01T11,CAL,California,SUN,Solar,-4,megawatthours
2024-03-01T10,CAL,California,SUN,Solar,-8,megawatthours
2024-03-01T09,CAL,California,SUN,Solar,8,megawatthours
2024-03-01T08,CAL,California,SUN,Solar,11,megawatthours
2024-03-01T07,CAL,California,SUN,Solar,17,megawatthours
2024-03-01T06,CAL,California,SUN,Solar,15,megawatthours
2024-03-01T05,CAL,California,SUN,Solar,14,megawatthours
2024-03-01T04,CAL,California,SUN,Solar,18,megawatthours
2024-03-01T03,CAL,California,SUN,Solar,833,megawatthours
2024-03-01T02,CAL,California,SUN,Solar,5813,megawatthours
2024-03-01T01,CAL,California,SUN,Solar,9328,megawatthours
2024-03-01T00,CAL,California,SUN,Solar,10961,megawatthours
2024-02-29T23,CAL,California,SUN,Solar,12450,megawatthours
2024-02-29T22,CAL,California,SUN,Solar,13253,megawatthours
2024-02-29T21,CAL,California,SUN,Solar,13542,megawatthours
2024-02-29T20,CAL,California,SUN,Solar,13755,megawatthours
2024-02-29T19,CAL,California,SUN,Solar,13040,megawatthours
2024-02-29T18,CAL,California,SUN,Solar,12669,megawatthours
2024-02-29T17,CAL,California,SUN,Solar,7831,megawatthours
2024-02-29T16,CAL,California,SUN,Solar,1288,megawatthours
2024-02-29T15,CAL,California,SUN,Solar,23,megawatthours
2024-02-29T14,CAL,California,SUN,Solar,-37,megawatthours
2024-02-29T13,CAL,California,SUN,Solar,-29,megawatthours
2024-02-29T12,CAL,California,SUN,Solar,-45,megawatthours
2024-02-29T11,CAL,California,SUN,Solar,-39,megawatthours
2024-02-29T10,CAL,California,SUN,Solar,-15,megawatthours
2024-02-29T09,CAL,California,SUN,Solar,-29,megawatthours
2024-02-29T08,CAL,California,SUN,Solar,-35,megawatthours
2024-02-29T07,CAL,California,SUN,Solar,-34,megawatthours
2024-02-29T06,CAL,California,SUN,Solar,-40,megawatthours
2024-02-29T05,CAL,California,SUN,Solar,-54,megawatthours
2024-02-29T04,CAL,California,SUN,Solar,-18,megawatthours
2024-02-29T03,CAL,California,SUN,Solar,1030,megawatthours
2024-02-29T02,CAL,California,SUN,Solar,7616,megawatthours
2024-02-29T01,CAL,California,SUN,Solar,11538,megawatthours
2024-02-29T00,CAL,California,SUN,Solar,12854,megawatthours
2024-02-28T23,CAL,California,SUN,Solar,13367,megawatthours
2024-02-28T22,CAL,California,SUN,Solar,13549,megawatthours
2024-02-28T21,CAL,California,SUN,Solar,13913,megawatthours
2024-02-28T20,CAL,California,SUN,Solar,13520,megawatthours
2024-02-28T19,CAL,California,SUN,Solar,13013,megawatthours
2024-02-28T18,CAL,California,SUN,Solar,12743,megawatthours
2024-02-28T17,CAL,California,SUN,Solar,7463,megawatthours
2024-02-28T16,CAL,California,SUN,Solar,1237,megawatthours
2024-02-28T15,CAL,California,SUN,Solar,46,megawatthours
2024-02-28T14,CAL,California,SUN,Solar,-13,megawatthours
2024-02-28T13,CAL,California,SUN,Solar,-15,megawatthours
2024-02-28T12,CAL,California,SUN,Solar,-15,megawatthours
2024-02-28T11,CAL,California,SUN,Solar,-13,megawatthours
2024-02-28T10,CAL,California,SUN,Solar,-10,megawatthours
2024-02-28T09,CAL,California,SUN,Solar,-9,megawatthours
2024-02-28T08,CAL,California,SUN,Solar,-10,megawatthours
2024-02-28T07,CAL,California,SUN,Solar,-12,megawatthours
2024-02-28T06,CAL,California,SUN,Solar,-15,megawatthours
2024-02-28T05,CAL,California,SUN,Solar,-16,megawatthours
2024-02-28T04,CAL,California,SUN,Solar,-22,megawatthours
2024-02-28T03,CAL,California,SUN,Solar,841,megawatthours
2024-02-28T02,CAL,California,SUN,Solar,6781,megawatthours
2024-02-28T01,CAL,California,SUN,Solar,11251,megawatthours
2024-02-28T00,CAL,California,SUN,Solar,12800,megawatthours
2024-02-27T23,CAL,California,SUN,Solar,12665,megawatthours
2024-02-27T22,CAL,California,SUN,Solar,12569,megawatthours
2024-02-27T21,CAL,California,SUN,Solar,12528,megawatthours
2024-02-27T20,CAL,California,SUN,Solar,12383,megawatthours
2024-02-27T19,CAL,California,SUN,Solar,12795,megawatthours
2024-02-27T18,CAL,California,SUN,Solar,11696,megawatthours
2024-02-27T17,CAL,California,SUN,Solar,6551,megawatthours
2024-02-27T16,CAL,California,SUN,Solar,1091,megawatthours
2024-02-27T15,CAL,California,SUN,Solar,137,megawatthours
2024-02-27T14,CAL,California,SUN,Solar,74,megawatthours
2024-02-27T13,CAL,California,SUN,Solar,73,megawatthours
2024-02-27T12,CAL,California,SUN,Solar,33,megawatthours
2024-02-27T11,CAL,California,SUN,Solar,43,megawatthours
2024-02-27T10,CAL,California,SUN,Solar,67,megawatthours
2024-02-27T09,CAL,California,SUN,Solar,61,megawatthours
2024-02-27T08,CAL,California,SUN,Solar,53,megawatthours
2024-02-27T07,CAL,California,SUN,Solar,68,megawatthours
2024-02-27T06,CAL,California,SUN,Solar,92,megawatthours
2024-02-27T05,CAL,California,SUN,Solar,97,megawatthours
2024-02-27T04,CAL,California,SUN,Solar,89,megawatthours
2024-02-27T03,CAL,California,SUN,Solar,275,megawatthours
2024-02-27T02,CAL,California,SUN,Solar,1863,megawatthours
2024-02-27T01,CAL,California,SUN,Solar,3569,megawatthours
2024-02-27T00,CAL,California,SUN,Solar,4753,megawatthours
2024-02-26T23,CAL,California,SUN,Solar,6524,megawatthours
2024-02-26T22,CAL,California,SUN,Solar,8798,megawatthours
2024-02-26T21,CAL,California,SUN,Solar,9757,megawatthours
2024-02-26T20,CAL,California,SUN,Solar,9281,megawatthours
2024-02-26T19,CAL,California,SUN,Solar,8169,megawatthours
2024-02-26T18,CAL,California,SUN,Solar,6133,megawatthours
2024-02-26T17,CAL,California,SUN,Solar,2967,megawatthours
2024-02-26T16,CAL,California,SUN,Solar,474,megawatthours
2024-02-26T15,CAL,California,SUN,Solar,94,megawatthours
2024-02-26T14,CAL,California,SUN,Solar,55,megawatthours
2024-02-26T13,CAL,California,SUN,Solar,57,megawatthours
2024-02-26T12,CAL,California,SUN,Solar,68,megawatthours
2024-02-26T11,CAL,California,SUN,Solar,89,megawatthours
2024-02-26T10,CAL,California,SUN,Solar,117,megawatthours
2024-02-26T09,CAL,California,SUN,Solar,115,megawatthours
2024-02-26T08,CAL,California,SUN,Solar,94,megawatthours
2024-02-26T07,CAL,California,SUN,Solar,98,megawatthours
2024-02-26T06,CAL,California,SUN,Solar,94,megawatthours
2024-02-26T05,CAL,California,SUN,Solar,108,megawatthours
2024-02-26T04,CAL,California,SUN,Solar,90,megawatthours
2024-02-26T03,CAL,California,SUN,Solar,742,megawatthours
2024-02-26T02,CAL,California,SUN,Solar,5095,megawatthours
2024-02-26T01,CAL,California,SUN,Solar,8425,megawatthours
2024-02-26T00,CAL,California,SUN,Solar,9623,megawatthours
2024-02-25T23,CAL,California,SUN,Solar,10244,megawatthours
2024-02-25T22,CAL,California,SUN,Solar,10120,megawatthours
2024-02-25T21,CAL,California,SUN,Solar,10138,megawatthours
2024-02-25T20,CAL,California,SUN,Solar,10432,megawatthours
2024-02-25T19,CAL,California,SUN,Solar,9950,megawatthours
2024-02-25T18,CAL,California,SUN,Solar,8932,megawatthours
2024-02-25T17,CAL,California,SUN,Solar,3983,megawatthours
2024-02-25T16,CAL,California,SUN,Solar,477,megawatthours
2024-02-25T15,CAL,California,SUN,Solar,89,megawatthours
2024-02-25T14,CAL,California,SUN,Solar,58,megawatthours
2024-02-25T13,CAL,California,SUN,Solar,53,megawatthours
2024-02-25T12,CAL,California,SUN,Solar,52,megawatthours
2024-02-25T11,CAL,California,SUN,Solar,51,megawatthours
2024-02-25T10,CAL,California,SUN,Solar,53,megawatthours
2024-02-25T09,CAL,California,SUN,Solar,52,megawatthours
2024-02-25T08,CAL,California,SUN,Solar,52,megawatthours
2024-02-25T07,CAL,California,SUN,Solar,53,megawatthours
2024-02-25T06,CAL,California,SUN,Solar,52,megawatthours
2024-02-25T05,CAL,California,SUN,Solar,51,megawatthours
2024-02-25T04,CAL,California,SUN,Solar,47,megawatthours
2024-02-25T03,CAL,California,SUN,Solar,663,megawatthours
2024-02-25T02,CAL,California,SUN,Solar,5188,megawatthours
2024-02-25T01,CAL,California,SUN,Solar,8670,megawatthours
2024-02-25T00,CAL,California,SUN,Solar,10620,megawatthours
2024-02-24T23,CAL,California,SUN,Solar,10486,megawatthours
2024-02-24T22,CAL,California,SUN,Solar,10621,megawatthours
2024-02-24T21,CAL,California,SUN,Solar,11102,megawatthours
2024-02-24T20,CAL,California,SUN,Solar,10830,megawatthours
2024-02-24T19,CAL,California,SUN,Solar,9492,megawatthours
2024-02-24T18,CAL,California,SUN,Solar,6922,megawatthours
2024-02-24T17,CAL,California,SUN,Solar,3007,megawatthours
2024-02-24T16,CAL,California,SUN,Solar,446,megawatthours
2024-02-24T15,CAL,California,SUN,Solar,29,megawatthours
2024-02-24T14,CAL,California,SUN,Solar,17,megawatthours
2024-02-24T13,CAL,California,SUN,Solar,16,megawatthours
2024-02-24T12,CAL,California,SUN,Solar,16,megawatthours
2024-02-24T11,CAL,California,SUN,Solar,16,megawatthours
2024-02-24T10,CAL,California,SUN,Solar,16,megawatthours
2024-02-24T09,CAL,California,SUN,Solar,18,megawatthours
2024-02-24T08,CAL,California,SUN,Solar,17,megawatthours
2024-02-24T07,CAL,California,SUN,Solar,18,megawatthours
2024-02-24T06,CAL,California,SUN,Solar,18,megawatthours
2024-02-24T05,CAL,California,SUN,Solar,123,megawatthours
2024-02-24T04,CAL,California,SUN,Solar,135,megawatthours
2024-02-24T03,CAL,California,SUN,Solar,659,megawatthours
2024-02-24T02,CAL,California,SUN,Solar,5872,megawatthours
2024-02-24T01,CAL,California,SUN,Solar,9797,megawatthours
2024-02-24T00,CAL,California,SUN,Solar,12267,megawatthours
2024-02-23T23,CAL,California,SUN,Solar,13297,megawatthours
2024-02-23T22,CAL,California,SUN,Solar,13475,megawatthours
2024-02-23T21,CAL,California,SUN,Solar,13388,megawatthours
2024-02-23T20,CAL,California,SUN,Solar,12382,megawatthours
2024-02-23T19,CAL,California,SUN,Solar,11675,megawatthours
2024-02-23T18,CAL,California,SUN,Solar,8189,megawatthours
2024-02-23T17,CAL,California,SUN,Solar,3769,megawatthours
2024-02-23T16,CAL,California,SUN,Solar,660,megawatthours
2024-02-23T15,CAL,California,SUN,Solar,61,megawatthours
2024-02-23T14,CAL,California,SUN,Solar,33,megawatthours
2024-02-23T13,CAL,California,SUN,Solar,26,megawatthours
2024-02-23T12,CAL,California,SUN,Solar,21,megawatthours
2024-02-23T11,CAL,California,SUN,Solar,18,megawatthours
